学校招生代码,学校名称,专业招生代码,专业名称,计划,语种,学制,学费
 	0476 ,	合肥工业大学  理工——普通类本科批 ,15,机器人工程,2,不限,4,待定
 	0476 ,	合肥工业大学  理工——普通类本科批 ,16,电子信息工程,2,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,17,计算机科学与技术,2,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,18,通信工程,2,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,19,信息安全,3,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,20,高分子材料与工程,4,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,21,化学工程与工艺,3,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,22,应用化学,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,23,测绘工程,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,24,给排水科学与工程,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,29,土木工程,5,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,34,建筑学,2,不限,5,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,38,地质学,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,40,勘查技术与工程,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,42,电子科学与技术,2,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,45,电子商务,2,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,47,会计学,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,50,金融工程,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,56,食品科学与工程,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,58,数学与应用数学,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,59,统计学,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,60,信息与计算科学,2,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,62,软件工程,4,不限,4,12500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,63,车辆工程,4,不限,4,5500
 	0476 ,	合肥工业大学  理工——普通类本科批 ,65,交通运输,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,66,能源与动力工程,2,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,68,制药工程,3,不限,4,5000
 	0476 ,	合肥工业大学  理工——普通类本科批 ,69,集成电路设计与集成系统,3,不限,4,12500
 	0476 ,	合肥工业大学  理工——普通类本科批 , 	0477 ,	合肥工业大学  理工——普通类本科批 ,	4 , , , 
 	0476 ,	合肥工业大学  理工——普通类本科批 ,52,经济与贸易类(中外合作办学)(国际经济与贸易)(入学后不能转专业),4,不限,4,21000
 	0480 ,	合肥学院  理工——普通类本科批 ,	03,建筑学,2,不限,5,待定
 	0480 ,	合肥学院  理工——普通类本科批 ,	08,食品质量与安全,2,不限,4,待定
 	0480 ,	合肥学院  理工——普通类本科批 ,12,化学工程与工艺,2,不限,4,待定
 	0480 ,	合肥学院  理工——普通类本科批 ,14,计算机科学与技术,2,不限,4,待定
 	0480 ,	合肥学院  理工——普通类本科批 ,19,通信工程,2,不限,4,待定
 	0480 ,	合肥学院  理工——普通类本科批 ,46,英语,2,不限,4,待定
 	0480 ,	合肥学院  理工——普通类本科批 , 	0481 ,	合肥学院  理工——普通类本科批 ,	2 , , , 
 	0480 ,	合肥学院  理工——普通类本科批 ,68,物流管理与工程类(中外合作办学)(物流管理)(中德合作办学项目，在德国学习期间学费标准详见学校中外合作专业招生简章),2,不限,4,待定
 	0531 ,	河海大学文天学院 (马鞍山)  理工——普通类本科批 ,	01,水利水电工程,2,不限,4,待定
 	0531 ,	河海大学文天学院 (马鞍山)  理工——普通类本科批 ,	06,土木工程,2,不限,4,待定
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,A2,水文与水资源工程,3,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,A3,水务工程,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,B1,水利水电工程,3,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,C1,农业水利工程,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,D1,港口航道与海岸工程,7,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,E1,土木工程,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,E2,交通工程,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,F1,给排水科学与工程,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,F2,环境工程,1,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,G2,新能源科学与工程,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,G3,电气工程及其自动化,3,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,G4,自动化,2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,H2,通信工程,2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,H3,计算机科学与技术,2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,J1,工程力学,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,J2,材料科学与工程,2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,K2,测绘工程,2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,K3,地质工程,2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,L1,海洋科学,3,不限,4,6050
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,M1,数学类(数学与应用数学、信息与计算科学),2,不限,4,5500
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,M2,应用物理学,2,不限,4,5500
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,N3,工程管理,2,不限,4,5200
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,T1,水利类(大禹强化班)(水利水电工程、水文与水资源工程、港口航道与海岸工程、土木工程),2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,T2,工程力学(大禹徐芝纶班),2,不限,4,6380
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,X1,机械工程(常州校区),3,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,X3,金属材料工程(常州校区),2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,X4,能源与动力工程(常州校区),2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,X5,机器人工程(常州校区),2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,Y2,通信工程(常州校区),3,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,Y5,物联网工程(常州校区),2,不限,4,5800
 	0530 ,	河海大学 (南京)  理工——普通类本科批 ,Z2,信息管理与信息系统(常州校区),2,不限,4,5200
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,	01,经济学,1,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,	04,经济与贸易类(国际经济与贸易、贸易经济),1,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,	06,管理科学与工程类(工程管理、工程造价),1,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,	08,工商管理类(工商管理、市场营销),1,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,	09,会计学,1,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,14,财务管理,1,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,21,法学,3,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,25,知识产权,1,不限,4,3400
 	0532 ,	河南财经政法大学 (郑州)  理工——普通类本科批 ,43,俄语,1,不限,4,3400
 	0533 ,	河南财政金融学院 (郑州)  理工——普通类本科批 ,A3,工程造价,1,不限,4,3700
 	0535 ,	河南城建学院 (平顶山)  理工——普通类本科批 ,	02,土木类(土木工程、城市地下空间工程、道路桥梁与渡河工程),10,不限,4,3700
 	0535 ,	河南城建学院 (平顶山)  理工——普通类本科批 ,25,新能源科学与工程,5,不限,4,3700
 	0535 ,	河南城建学院 (平顶山)  理工——普通类本科批 ,27,测绘工程,4,不限,4,3700
 	0535 ,	河南城建学院 (平顶山)  理工——普通类本科批 ,29,遥感科学与技术,4,不限,4,3700
 	0535 ,	河南城建学院 (平顶山)  理工——普通类本科批 ,45,生物技术,4,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,21,新闻传播学类(新闻学、广告学、编辑出版学、网络与新媒体),1,不限,4,3400
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,40,生物科学(师范类),3,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,41,植物科学与技术,2,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,43,地理科学类(地理科学(师范)、自然地理与资源环境、人文地理与城乡规划、地理信息科学),3,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,53,电子信息类(电子信息科学与技术、通信工程),3,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,56,土木工程,4,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,65,计算机科学与技术,3,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,67,自动化,2,不限,4,3700
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,75,电子商务,2,不限,4,3400
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,81,公共管理类(行政管理、劳动与社会保障),2,不限,4,3400
 	0536 ,	河南大学 (开封)  理工——普通类本科批 , 	0537 ,	河南大学 (开封)  理工——普通类本科批 ,	16 , , , 
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,83,经济与贸易类(中外合作办学)(国际经济与贸易(与澳大利亚维多利亚大学合作办学)),4,不限,4,18000
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,84,工商管理类(中外合作办学)(会计学(与澳大利亚维多利亚大学合作办学)),4,不限,4,18000
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,85,计算机类(中外合作办学)(计算机科学与技术(与澳大利亚维多利亚大学合作办学)),4,不限,4,18000
 	0536 ,	河南大学 (开封)  理工——普通类本科批 ,86,经济与贸易类(中外合作办学)(国际经济与贸易(与德国安哈尔特应用技术大学合作办学)),4,不限,5,15000
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,	01,金融工程,2,不限,4,3400
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,	06,信息与计算科学,2,不限,4,3700
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,	09,材料成型及控制工程,2,不限,4,3700
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,11,高分子材料与工程,2,不限,4,3700
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,17,软件工程,2,不限,4,3700
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,20,土木工程,2,不限,4,3700
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,30,服装设计与工程,2,不限,4,3700
 	0538 ,	河南工程学院 (郑州)  理工——普通类本科批 ,37,资源环境科学,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,	01,食品科学与工程,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,	02,食品质量与安全,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,	03,粮食工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,	06,生物技术,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,	08,动物科学,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,	09,化学工程与工艺,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,10,环境工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,11,化学,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,12,应用化学,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,13,机械设计制造及其自动化,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,14,过程装备与控制工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,15,机械类(车辆工程、材料成型及控制工程),2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,16,包装工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,17,电气工程及其自动化,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,18,自动化,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,19,测控技术与仪器,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,21,计算机科学与技术,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,22,电子信息工程,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,23,通信工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,24,软件工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,25,空间信息与数字技术,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,26,建筑学,1,不限,5,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,29,建筑环境与能源应用工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,30,道路桥梁与渡河工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,31,交通工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,32,数学与应用数学,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,33,应用统计学,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,34,应用物理学,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,35,材料科学与工程,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,36,高分子材料与工程,2,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,37,无机非金属材料工程,1,不限,4,3700
 	0539 ,	河南工业大学 (郑州)  理工——普通类本科批 ,41,金融学,1,不限,4,3400
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,	01,经济学,1,不限,4,3400
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,	02,金融学,1,不限,4,3400
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,20,机械类(机械设计制造及其自动化、机械电子工程),6,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,24,材料成型及控制工程,5,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,26,车辆工程,4,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,31,冶金工程,2,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,32,金属材料工程,4,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,33,无机非金属材料工程,8,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,35,能源与动力工程,5,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,36,电气工程及其自动化,2,不限,4,3700
 	0541 ,	河南科技大学 (洛阳)  理工——普通类本科批 ,43,计算机科学与技术,2,不限,4,3700
 	0542 ,	河南科技学院 (新乡)  理工——普通类本科批 ,	01,国际经济与贸易,2,不限,4,3400
 	0542 ,	河南科技学院 (新乡)  理工——普通类本科批 ,	0H,机械设计制造及其自动化,2,不限,4,3700
 	0542 ,	河南科技学院 (新乡)  理工——普通类本科批 ,10,食品质量与安全,2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,	09,数学类(数学与应用数学、信息与计算科学),2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,12,建筑类(建筑学、城乡规划),2,不限,5,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,20,公共事业管理,2,不限,4,3400
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,27,计算机类(计算机科学与技术、软件工程、物联网工程),2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,28,信息管理与信息系统,2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,35,材料类(材料科学与工程、材料化学、新能源材料与器件),2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,39,采矿工程(只招男生),2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,44,测绘类(测绘工程、遥感科学与技术),2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,45,土地资源管理,2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,47,人文地理与城乡规划,2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,49,生物技术,2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,53,土木类(土木工程、建筑环境与能源应用工程、城市地下空间工程),3,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,55,机械类(机械设计制造及其自动化、车辆工程),2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,59,电子信息类(光电信息科学与工程、电子信息工程、微电子科学与工程、通信工程),2,不限,4,3700
 	0543 ,	河南理工大学 (焦作)  理工——普通类本科批 ,60,能源与动力工程,1,不限,4,3700
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,	09,商务英语,2,英语,4,3400
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,16,机械设计制造及其自动化,2,不限,4,3700
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,24,计算机科学与技术,3,不限,4,3700
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,34,食品科学与工程,2,不限,4,3700
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,35,食品科学与工程(烟草工程),2,不限,4,3700
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,55,烟草,3,不限,4,3700
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,71,管理科学,2,不限,4,3700
 	0545 ,	河南农业大学 (郑州)  理工——普通类本科批 ,83,旅游管理,2,不限,4,3400
 	0546 ,	河南师范大学 (新乡)  理工——普通类本科批 ,	05,物理学(师范类),2,不限,4,3700
 	0546 ,	河南师范大学 (新乡)  理工——普通类本科批 ,	07,功能材料(清洁能源与信息材料方向),3,不限,4,3700
 	0546 ,	河南师范大学 (新乡)  理工——普通类本科批 ,1E,计算机科学与技术(师范类),3,不限,4,3700
 	0547 ,	河南中医药大学 (郑州)  理工——普通类本科批 ,	04,针灸推拿学,2,不限,5,4500
 	0547 ,	河南中医药大学 (郑州)  理工——普通类本科批 ,	0B,制药工程,2,不限,4,4500
 	0547 ,	河南中医药大学 (郑州)  理工——普通类本科批 ,	0F,护理学,4,不限,4,4500
 	0548 ,	河西学院 (张掖)  理工——普通类本科批 ,	07,生物科学(师范类),2,不限,4,4000
 	0548 ,	河西学院 (张掖)  理工——普通类本科批 ,10,种子科学与工程,2,不限,4,4000
 	0548 ,	河西学院 (张掖)  理工——普通类本科批 ,12,电子信息科学与技术,2,不限,4,4400
 	0548 ,	河西学院 (张掖)  理工——普通类本科批 ,13,机械设计制造及其自动化,3,不限,4,4400
 	0548 ,	河西学院 (张掖)  理工——普通类本科批 ,14,能源与动力工程,2,不限,4,4400
 	0548 ,	河西学院 (张掖)  理工——普通类本科批 ,16,化学(师范类),4,不限,4,4000
 	0548 ,	河西学院 (张掖)  理工——普通类本科批 ,18,应用化学,2,不限,4,4000
 	0549 ,	菏泽学院 (山东)  理工——普通类本科批 ,17,物理学(师范类),2,不限,4,5400
 	0549 ,	菏泽学院 (山东)  理工——普通类本科批 ,24,食品科学与工程,3,不限,4,4950
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,	01,国际经济与贸易,2,不限,4,3500
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,	05,信息与计算科学,2,不限,4,4500
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,	09,工业设计,2,不限,4,4200
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,10,计算机科学与技术(非英语语种考生慎报),3,不限,4,4400
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,11,制药工程,2,不限,4,4800
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,12,包装工程,2,不限,4,4000
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,14,环境科学,2,不限,4,3900
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,21,动物科学,2,不限,4,3000
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,31,农林经济管理,3,不限,4,3500
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,33,物流管理,2,不限,4,4200
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,AB,电子信息类(电子信息工程、通信工程、电气工程及其自动化、农业电气化),8,不限,4,4180
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,AD,水利类(土木工程、建筑环境与能源应用工程、水利水电工程),4,不限,4,4400
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,AF,交通运输类(机械设计制造及其自动化、交通运输、农业机械化及其自动化),5,不限,4,4000
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,AH,自然保护与环境生态类(农学、园艺、植物保护、种子科学与工程、农业资源与环境),7,不限,4,3000
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,BA,动物医学类(动物医学、动物药学),2,不限,4,4600
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,BB,工商管理类(市场营销、人力资源管理),2,不限,4,4000
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,BC,工商管理类(会计学、财务管理、审计学),4,不限,4,4800
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,BD,食品科学与工程类(食品科学与工程、食品质量与安全、粮食工程、食品营养与检验教育),6,不限,4,4800
 	0552 ,	黑龙江八一农垦大学 (大庆)  理工——普通类本科批 ,BE,生物科学类(生物科学、生物技术),5,不限,4,4950
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	01,国际经济与贸易,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	02,物流管理,2,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	03,国际商务,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	04,金融学,2,不限,4,19000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	05,保险学,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	06,经济学,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	07,法学,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	08,汉语言文学,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,	09,广告学,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,10,英语,2,英语,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,11,电子信息工程,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,12,计算机科学与技术,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,13,信息管理与信息系统,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,14,电子商务,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,15,工商管理,1,不限,4,18000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,16,市场营销,1,不限,4,18000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,17,人力资源管理,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,18,旅游管理,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,20,酒店管理,1,不限,4,17000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,21,会计学,2,不限,4,19000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,22,财务管理,1,不限,4,19000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,23,审计学,1,不限,4,19000
 	0555 ,	黑龙江财经学院 (哈尔滨)  理工——普通类本科批 ,24,资产评估,1,不限,4,18000
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,	01,哲学,2,不限,4,2500
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,33,物理学,2,不限,4,2500
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,34,应用物理学,2,不限,4,2500
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,38,应用心理学,7,不限,4,4500
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,39,统计学,2,不限,4,3300
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,40,机械设计制造及其自动化,2,不限,4,5500
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,43,电气工程及其自动化,2,不限,4,5500
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,57,水利水电工程,2,不限,4,4000
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,58,水文与水资源工程,2,不限,4,4500
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,61,农业水利工程,5,不限,4,3800
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,86,数学与应用数学(中俄学院授课),2,不限,4,6000
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,88,化学工程与工艺(中俄学院授课),2,不限,4,6000
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,89,生物技术(中俄学院授课),2,不限,4,6000
 	0556 ,	黑龙江大学 (哈尔滨)  理工——普通类本科批 ,98,数据科学与大数据技术,2,不限,4,7500
